year,month,day,tempavg,DPavg,humidity avg,SLPavg,visibilityavg,windavg,Rainfall
2012,4,23,29,26,81,1000,5,11,0.09
2012,4,18,29,26,78,999,6,10,2
2012,4,19,31,26,78,1008,5,11,0
2012,4,28,22,14,73,1013,4,3,0
2012,4,15,23,13,48,1013,4,2,0
2012,4,5,29,26,72,1005,6,8,1.09
2012,4,29,22,16,44,1014,4,2,0
2012,4,3,21,24,53,1006,3,11,0
2012,4,30,31,25,73,1006,6,10,0.18
2012,4,18,23,22,77,1009,3,3,0.04
2012,4,16,24,16,81,1006,6,5,0.29
2012,4,3,28,25,73,1010,6,21,0
2012,4,23,26,15,69,1012,5,3,0
2012,4,4,27,25,80,1006,5,10,0
2012,4,20,29,16,72,1008,4,3,0
2012,4,3,29,26,78,999,5,11,13.11
2012,4,27,22,17,76,1013,5,5,0.11
2012,4,6,26,17,71,1011,4,8,0.15
2012,4,13,26,23,77,1007,2,1,0.19
2012,4,25,27,16,49,1011,4,2,0
2012,4,5,26,14,77,1013,4,6,0
2012,4,25,23,14,74,1011,6,3,0
2012,4,17,23,17,54,1007,3,14,0
2012,4,5,29,25,76,1012,4,17,0.14
2012,4,17,22,13,43,1010,4,6,0
2012,4,16,29,26,80,1008,4,2,0
2012,4,5,29,15,76,1013,6,3,0.1
2012,4,20,29,26,77,1001,6,5,16.33
2012,4,20,23,24,70,1013,4,5,0
2012,4,27,30,25,86,1005,5,22,15.53
2012,4,21,28,26,73,1003,6,8,0
2012,4,16,29,25,77,1007,5,2,0
2012,4,11,29,26,83,1005,6,6,0.1
2012,4,21,23,26,80,1007,4,6,0
2012,4,11,31,26,76,1005,6,3,1.18
2012,4,3,21,25,69,1012,5,5,0
2012,4,27,31,12,71,1002,4,8,0
2012,4,13,27,24,90,1006,6,10,0
2012,4,30,24,12,63,1015,3,7,0
2012,4,21,31,26,76,1001,6,11,0
2012,4,28,27,26,56,1010,6,10,0
2012,4,13,26,20,68,1013,4,3,0
2012,4,16,30,26,80,1000,6,13,1.77
2012,4,3,30,14,78,1006,6,3,0
2012,4,29,23,11,49,1012,2,6,0
2012,4,18,29,23,65,1010,3,3,0
2012,4,16,22,24,50,1014,3,10,0
2012,4,4,27,26,54,1009,6,2,0
2012,4,15,29,26,79,1009,5,11,0
2012,4,24,23,22,53,1013,4,3,0
2012,4,10,26,15,45,1009,4,6,0
2012,4,3,29,26,77,1006,5,11,0
2012,4,19,23,15,50,1013,4,8,0
2012,4,24,24,18,57,1012,4,11,0
2012,4,16,24,17,73,1012,4,14,0
2012,4,26,29,26,81,1002,5,10,1.96
2012,4,3,27,24,82,1006,5,10,0
2012,4,5,30,15,83,1010,5,3,0
2012,4,3,22,15,72,1010,3,2,0
2012,4,17,26,11,63,1010,4,6,0.17
2012,4,2,22,17,70,1013,4,3,0.06
2012,4,15,24,15,59,1013,3,8,0
2012,4,11,27,25,77,1015,4,3,0.23
2012,4,5,29,25,81,1006,6,13,0.18
2012,4,16,28,23,57,1005,3,11,0
2012,4,5,28,26,79,1010,6,11,0
2012,4,17,25,18,76,1009,4,6,0.14
2012,4,23,26,14,56,1012,6,2,0
2012,4,12,30,14,79,1009,6,5,0
2012,4,12,31,26,77,1011,5,13,0.05
2012,4,20,23,15,78,1010,3,6,0
2012,4,19,29,22,76,1005,4,11,0
2012,5,6,30,27,77,1002,6,10,0.93
2012,5,5,31,26,75,1005,6,11,2.78
2012,5,13,31,27,89,1002,6,11,5.24
2012,5,4,30,26,76,1005,6,13,6.14
2012,5,23,29,26,85,1007,6,8,0
2012,5,14,27,26,77,1010,6,0,0.07
2012,5,21,24,25,83,1004,5,11,0.07
2012,5,18,29,26,90,999,5,10,0
2012,5,20,26,25,47,1012,5,6,0.07
2012,5,27,26,26,77,1013,6,5,0.01
2012,5,27,29,25,79,1003,6,11,0
2012,5,13,27,25,78,1007,6,11,1.62
2012,5,18,28,26,77,1004,6,13,1.66
2012,5,4,26,25,74,1007,4,11,0
2012,5,18,29,26,72,1000,5,10,12.98
2012,5,19,29,26,83,1001,6,11,1.08
2012,5,3,29,26,79,1003,6,11,0
2012,5,17,29,26,80,1000,6,16,1.63
2012,5,6,31,26,78,1003,6,10,2.95
2012,5,12,28,26,78,1008,5,11,2.75
2012,5,18,31,26,77,1006,5,10,2.76
2012,5,26,28,25,76,1004,6,10,0
2012,5,25,28,26,77,1002,5,11,0
2012,5,16,30,26,72,1005,4,8,0
2012,5,17,28,26,59,1008,4,11,23.04
2012,5,28,29,16,68,1012,4,6,0.02
2012,5,25,28,26,80,1010,6,10,0
2012,5,3,29,26,81,1001,6,10,2.56
2012,5,2,30,26,76,1005,5,11,1.9
2012,5,28,28,26,80,999,6,8,0
2012,5,20,31,26,68,1005,5,13,0.91
2012,5,25,27,26,79,1006,6,10,0.4
2012,5,21,26,21,70,1013,5,5,0.17
2012,5,14,28,26,82,1001,5,11,0.56
2012,5,9,30,26,74,1000,6,10,0
2012,5,18,28,26,79,1000,6,5,1.83
2012,5,20,31,19,76,1002,5,10,17.97
2012,5,26,28,13,75,1010,5,23,0
2012,5,10,28,26,71,1007,4,10,0
2012,5,27,22,26,78,1004,6,8,0
2012,5,12,28,25,78,1001,6,3,0
2012,5,4,26,25,76,1004,6,14,0.11
2012,5,10,30,25,85,1007,5,11,0
2012,5,21,28,25,81,1005,5,13,0
2012,5,9,28,24,81,1011,5,2,0.06
2012,5,18,31,26,66,1007,6,17,1.91
2012,5,9,28,25,82,1002,5,10,16.48
2012,5,27,31,26,83,998,6,10,1.45
2012,5,27,29,26,78,998,5,10,0
2012,5,26,28,16,73,1009,5,10,0
2012,5,20,31,26,75,1004,6,18,0
2012,5,19,29,25,76,1006,6,6,1.98
2012,5,17,29,26,72,1002,4,10,3.08
2012,5,30,31,26,77,1008,5,21,0.14
2012,5,13,29,26,82,1005,6,11,4.19
2012,5,12,28,25,71,1007,6,6,0.23
2012,5,12,29,26,78,999,6,11,1.5
2012,5,15,29,24,71,1001,5,8,2.82
2012,5,13,30,26,74,1002,5,22,6.78
2012,5,27,20,17,58,1013,6,3,0.09
2012,5,2,29,26,78,1000,6,14,1.23
2012,5,5,31,15,78,1002,3,2,0.03
2012,5,20,28,26,79,1001,5,6,0.49
2012,5,2,29,26,80,1000,6,18,2.8
2012,5,3,29,26,79,1005,5,11,2.15
2012,5,6,29,26,79,1003,6,13,8.97
2012,5,28,31,26,76,1001,5,11,88.71
2012,5,4,30,25,79,1005,5,13,2.15
2012,5,13,26,24,73,1006,6,11,1.6
2012,5,13,28,22,83,1012,6,10,0
2012,5,18,30,26,81,1002,6,10,2.06
2012,5,28,30,26,81,1001,5,8,5.81
2012,5,10,28,27,74,1011,5,10,0
2012,5,23,29,25,68,1006,6,10,2.81
2012,5,20,31,26,74,1009,5,17,1.61
2012,5,21,27,26,79,1001,5,13,0.36
2012,5,17,28,26,77,1001,6,10,21.53
2012,5,23,29,25,79,1011,6,10,0.39
2012,5,22,31,26,79,1003,6,11,1.17
2012,5,5,28,26,82,1004,6,10,0.56
2012,5,2,28,26,74,1001,6,5,0.66
2012,5,24,28,25,79,1009,6,11,1.75
2012,5,15,29,26,75,1008,6,5,0
2012,5,29,30,26,80,1003,6,8,0
2012,5,3,23,26,76,1006,5,10,0.04
2012,5,5,30,26,80,1012,5,8,2.32
2012,5,12,29,26,75,1000,5,13,8.26
2012,5,3,23,14,40,1011,4,8,0
2012,5,19,29,26,76,1002,6,8,1.87
2012,5,18,29,26,77,1004,4,11,0
2012,5,10,29,26,75,1004,6,8,1.8
2012,5,24,29,26,78,999,6,8,0
2012,5,13,30,26,81,1005,6,11,14.42
2012,5,28,23,22,86,1010,4,13,0
2012,5,3,29,24,78,1001,5,11,1.47
2012,5,25,30,22,77,1005,5,8,0
2012,5,24,29,15,75,1006,6,11,31.46
2012,5,20,30,26,80,1002,6,13,34.83
2012,5,6,29,26,78,1001,6,10,0.35
2012,5,12,29,25,67,1012,6,5,0
2012,5,10,28,25,74,1010,5,10,0.19
2012,5,9,28,25,75,1002,6,19,0
2012,5,23,29,26,78,1001,5,10,0
2012,5,24,31,11,77,1011,4,5,0
2012,5,4,30,26,73,1001,5,16,21.23
2012,5,18,29,25,87,1012,6,11,0
2012,5,17,30,26,76,1007,6,8,0
2012,5,19,29,26,81,1003,6,11,2.22
2012,5,11,29,26,80,1009,6,16,0
2012,5,2,29,26,79,1006,5,13,0.22
2012,5,24,29,26,78,1007,6,13,2.64
2012,5,22,29,16,77,1006,5,11,0
2012,5,4,28,26,76,1001,5,13,0
2012,5,18,30,26,80,1006,5,3,0
2012,5,1,28,26,76,1004,6,11,0
2012,5,12,23,24,74,1001,2,8,39.78
2012,5,21,29,26,80,1008,6,11,1.49
2012,5,12,29,24,77,1010,6,11,1.62
2012,5,21,26,26,76,1011,4,10,0
2012,5,16,21,22,48,1006,4,6,0
2012,5,29,29,26,76,1003,6,10,9.1
2012,5,16,31,26,82,1005,6,8,0.05
2012,5,18,28,25,71,1006,5,10,0.15
2012,5,14,28,24,66,1009,2,8,0
2012,5,7,28,26,80,1005,6,10,0
2012,5,21,24,26,76,1004,3,6,0
2012,5,15,31,25,75,1011,6,11,0
2012,5,20,29,25,80,1000,6,11,0.02
2012,5,10,28,25,78,1003,6,10,2.22
2012,5,5,29,26,81,1006,6,10,0.78
2012,5,13,23,22,84,1008,4,8,0
2012,5,18,29,26,82,1000,6,11,1.06
2012,5,18,28,26,72,1000,6,13,0
2012,5,13,30,26,76,999,6,11,1.35
2012,5,4,29,21,69,1011,6,2,0.07
2012,5,18,29,24,82,1002,6,11,20.68
2012,5,10,30,26,81,1007,5,14,13.07
2012,5,20,30,26,79,1000,6,10,1.69
2012,5,20,29,26,84,1006,6,10,2.02
2012,5,2,29,26,72,995,6,10,0.26
2012,5,19,28,25,84,1004,6,8,2.2
2012,5,12,28,26,89,1000,6,11,1.58
2012,5,21,29,16,69,1001,6,6,0.06
2012,5,3,28,26,77,1012,3,11,0
2012,5,24,29,26,79,999,6,10,0
2012,5,17,31,26,83,1003,5,10,2.28
2012,5,28,31,26,75,1007,4,8,0
2012,5,28,29,24,79,1009,5,5,0
2012,5,4,29,23,80,1001,6,10,0.91
2012,5,21,29,26,74,1003,6,10,1.48
2012,5,13,22,24,71,1012,4,2,0
2012,5,2,28,26,79,1004,6,21,0.52
2012,5,12,28,26,76,1000,6,10,2.82
2012,5,5,29,24,80,1008,6,8,6.97
2012,5,25,29,26,75,1000,6,10,2.42
2012,5,29,29,26,77,1004,6,5,0
2012,5,22,29,26,73,1003,6,10,1.23
2012,5,11,29,26,86,998,6,11,29.77
2012,5,11,29,25,78,1007,4,8,0.02
2012,5,27,26,23,77,1001,6,11,0.07
2012,5,18,31,22,89,1002,5,10,0.03
2012,5,9,28,26,77,1006,5,25,1.63
2012,5,14,27,25,85,1011,5,6,0
2012,5,25,29,26,71,1009,6,14,0
2012,5,3,28,26,77,1002,6,10,0.24
2012,5,28,29,26,75,1011,6,8,0.05
2012,5,5,29,26,72,1007,5,17,0.04
2012,5,29,23,13,54,1015,4,4,0
2012,5,23,30,26,68,1012,6,10,0
2012,5,23,28,24,76,1011,4,10,1.81
2012,5,19,28,26,78,1006,6,11,0.81
2012,5,3,27,22,69,1009,5,11,1.76
2012,5,17,29,26,74,1003,6,10,1.54
2012,5,14,29,24,78,1006,6,11,2.03
2012,5,4,28,27,77,1008,6,10,15.88
2012,5,18,29,26,78,1008,6,14,0
2012,5,16,29,26,82,1009,6,8,2.26
2012,5,12,31,26,78,1005,5,10,0.94
2012,5,8,29,25,82,1002,6,11,2.06
2012,5,20,29,25,74,1005,5,11,0.35
2012,5,5,30,26,76,999,6,11,5.83
2012,5,16,31,23,79,999,6,8,0
2012,5,2,31,26,75,1004,5,11,1.62
2012,5,19,28,24,49,1004,4,8,0.07
2012,5,21,29,26,83,1000,6,10,19.2
2012,5,14,28,26,81,1005,6,11,0.57
2012,5,21,29,26,76,1000,6,11,20.38
2012,5,27,31,26,83,1008,6,13,1.8
2012,5,15,28,26,79,1002,5,10,1.41
2012,5,2,28,24,78,1002,6,11,1.64
2012,5,3,28,25,80,1000,6,29,2.46
2012,5,21,26,15,68,1013,4,6,0.06
2012,5,5,24,18,49,1014,6,11,0
2012,5,16,28,26,74,1001,4,11,2.68
2012,5,16,28,26,82,1001,5,14,0
2012,5,20,30,24,82,1009,5,8,0
2012,5,28,30,26,74,1001,6,11,0.83
2012,5,29,28,26,77,1003,6,10,2.84
2012,5,24,29,26,76,1008,6,8,0.25
2012,5,19,28,26,78,1002,5,10,0.79
2012,5,25,28,26,80,1003,6,23,18.01
2012,5,3,29,26,80,1002,5,10,2.22
2012,5,2,28,18,62,1005,6,2,0
2012,5,18,30,26,76,999,6,19,2.29
2012,5,18,31,24,77,1007,6,11,1.28
2012,5,8,29,26,80,1003,6,10,2.29
2012,5,13,27,20,66,1007,4,13,0
2012,5,25,22,15,50,1016,4,8,0
2012,5,11,29,22,90,1000,5,10,2.01
2012,5,17,29,22,79,1010,6,8,0
2012,5,4,31,24,59,1007,5,3,30.72
2012,5,21,29,26,69,1008,6,10,8.66
2012,5,16,29,26,77,1001,6,8,0
2012,5,18,28,26,87,1000,6,6,1.62
2012,5,13,31,25,78,998,5,10,1.07
2012,5,13,31,25,74,998,5,10,0
2012,5,20,30,26,78,1006,6,10,2.03
2012,5,28,24,26,75,1005,6,6,0.2
2012,5,10,29,24,75,1003,5,26,0
2012,5,3,29,26,80,1004,5,11,1.52
2012,5,14,29,26,75,1004,6,10,1.26
2012,5,22,30,23,80,1002,6,11,1.33
2012,5,3,31,26,76,1009,5,3,0
2012,5,4,26,26,67,1001,6,10,0
2012,5,13,30,26,78,998,5,10,1.81
2012,5,19,29,26,77,1008,4,10,2.36
2012,5,24,28,26,78,1005,5,5,0.63
2012,5,4,29,26,82,1003,5,10,1.42
2012,5,27,28,26,79,1006,4,5,0
2012,5,6,31,20,87,999,6,11,14.05
2012,5,11,30,26,78,1001,6,10,0.66
2012,5,19,28,26,81,1006,6,10,2.56
2012,5,27,26,26,76,1002,5,8,0.05
2012,5,20,29,26,78,1007,5,8,55.73
2012,5,28,29,25,81,1004,6,11,1.39
2012,5,7,28,26,77,1001,6,14,25.9
2012,5,22,29,26,93,1003,6,10,0.21
2012,5,23,30,26,78,1001,6,24,2.91
2012,5,11,28,26,81,1006,5,10,3.45
2012,5,20,28,26,80,1001,5,11,2.05
2012,5,16,31,26,79,1005,6,8,0
2012,5,21,24,27,69,1010,6,10,0.01
2012,5,4,29,26,81,1003,6,14,3.7
2012,5,20,29,26,78,999,6,10,1.74
2012,5,10,29,25,78,1006,6,8,15.5
2012,5,28,24,15,51,1015,6,3,0
2012,5,4,24,13,69,1007,4,3,0
2012,5,2,29,26,76,1005,6,8,3.6
2012,5,20,28,26,79,1000,4,10,1.35
2012,5,12,31,26,85,1009,6,17,0
2012,5,12,28,27,76,1012,3,13,0
2012,5,12,29,26,70,1002,5,10,14.99
2012,5,12,26,24,75,1011,6,8,0.03
2012,5,15,27,26,81,1006,6,11,0.97
2012,5,23,31,26,75,1005,6,6,0
2012,5,29,31,26,89,1001,6,10,2.32
2012,5,22,23,23,75,1001,6,8,0.04
2012,5,11,25,25,77,1001,6,14,0
2012,5,27,27,26,80,1001,6,11,46.22
2012,5,2,29,25,77,1009,6,25,0.13
2012,5,22,29,26,78,1003,6,14,1.58
2012,5,29,30,24,71,1003,5,11,0.16
2012,5,13,28,26,80,1001,5,5,1.45
2012,5,29,29,26,81,1003,6,10,0.53
2012,5,23,24,22,64,1004,5,10,0.16
2012,5,28,31,26,71,1010,3,5,0.04
2012,5,25,29,19,77,1010,5,18,0
2012,5,19,30,15,79,1008,6,10,0
2012,5,17,31,25,79,1004,5,8,0
2012,5,27,25,23,82,1004,6,3,0.25
2012,5,5,29,26,88,1000,6,11,0.72
2012,5,23,23,23,77,1002,4,5,0.11
2012,5,18,29,22,70,1015,5,6,0
2012,5,7,26,26,80,1001,5,10,1.42
2012,5,12,28,26,74,1004,5,6,2.07
2012,5,15,28,26,81,1003,5,8,2.07
2012,5,19,29,26,79,1001,6,10,2.13
2012,5,26,29,24,75,1012,5,14,0
2012,5,30,30,26,78,1006,6,10,1.85
2012,5,21,28,25,76,1005,5,13,1.85
2012,5,26,31,25,79,1006,5,5,0.03
2012,5,3,29,26,78,1000,6,10,0.04
2012,5,2,31,13,46,1009,3,6,0
2012,5,16,31,26,75,999,6,11,7.02
2012,5,1,29,26,76,1002,6,10,1.42
2012,5,16,31,26,74,999,5,13,0
2012,5,29,29,26,81,999,6,14,2.81
2012,5,5,22,25,75,1014,6,11,0
2012,5,26,31,26,77,1000,5,10,0.1
2012,5,13,31,26,84,1004,6,11,0
2012,5,13,31,26,71,1000,5,11,0.91
2012,5,25,29,25,81,1014,6,11,2.12
2012,5,1,26,23,77,1001,6,10,0.15
2012,5,14,31,26,79,1001,5,11,0
2012,5,31,27,22,79,1008,6,18,0
2012,5,6,29,26,70,1002,6,15,0
2012,5,17,26,13,61,1010,6,5,0
2012,5,20,28,13,59,1010,4,5,0
2012,5,17,29,26,79,1008,6,14,22.23
2012,5,17,31,26,79,1008,6,11,1.46
2012,5,4,28,26,76,1000,6,13,1.78
2012,5,12,23,15,72,1011,6,6,0
2012,5,4,29,26,77,1002,6,10,1.15
2012,5,27,29,25,75,1005,6,3,0.79
2012,6,13,29,26,79,998,6,10,1.84
2012,6,4,29,26,78,1001,6,6,0.2
2012,6,5,30,24,74,1014,5,5,0
2012,6,4,29,26,81,1010,6,11,2.45
2012,6,15,29,26,79,1007,6,10,0
2012,6,28,29,26,78,1002,6,10,9.19
2012,6,21,31,26,81,1009,6,11,0
2012,6,18,27,23,78,1004,5,10,14.62
2012,6,3,27,26,78,1002,6,10,0.06
2012,6,7,31,26,77,1001,6,11,2.69
2012,6,15,29,25,80,1001,4,14,0.08
2012,6,18,24,26,71,1012,6,11,0
2012,6,3,29,25,78,1005,5,10,20.62
2012,6,24,29,26,78,1002,6,10,0.05
2012,6,18,31,23,79,1005,6,10,17.35
2012,6,11,29,26,79,1004,4,8,1.91
2012,6,12,29,26,80,999,6,8,0
2012,6,22,29,23,57,1008,6,8,0.13
2012,6,6,31,23,58,1006,6,11,0
2012,6,5,28,26,80,1007,6,10,2.82
2012,6,4,24,14,60,1009,4,3,0
2012,6,14,31,26,78,1002,5,11,1.33
2012,6,29,29,26,88,1008,6,10,0.2
2012,6,20,29,26,78,1001,6,13,1.84
2012,6,19,28,26,78,1002,5,10,0.81
2012,6,27,31,25,82,1008,5,8,2.59
2012,6,27,29,26,79,1004,6,10,2.79
2012,6,17,28,26,76,1006,6,17,1.32
2012,6,5,31,26,77,999,6,11,0
2012,6,29,29,24,75,1003,6,6,0.1
2012,6,17,29,26,75,1004,6,11,48.05
2012,6,24,29,26,78,1005,5,10,0
2012,6,20,26,23,75,1011,6,13,2.98
2012,6,21,29,26,77,1008,6,6,7.8
2012,6,19,29,20,42,1008,5,11,0
2012,6,21,26,25,72,1010,4,11,0
2012,6,21,30,26,79,1008,6,10,2.29
2012,6,3,29,26,89,997,6,11,1.32
2012,6,17,27,14,77,1011,5,3,0.12
2012,6,26,29,26,75,1009,5,8,6.18
2012,6,17,29,26,78,1005,6,11,2.84
2012,6,12,26,24,87,1000,4,3,0
2012,6,19,30,26,84,1004,6,10,1.6
2012,6,11,30,26,74,1000,6,11,32.7
2012,6,3,29,24,79,1001,6,11,3.59
2012,6,3,29,23,78,1000,6,11,2.14
2012,6,14,23,25,55,1011,4,21,0
2012,6,17,29,26,73,1008,6,21,2.18
2012,6,16,29,25,80,1005,5,8,2.32
2012,6,2,28,26,79,1000,6,11,0.71
2012,6,11,29,26,80,1002,5,11,1.5
2012,6,20,29,26,76,1003,6,14,0
2012,6,5,28,25,78,1006,6,8,2.41
2012,6,25,28,26,81,1009,6,18,1.39
2012,6,13,28,26,81,1005,6,10,2.94
2012,6,23,27,23,77,1005,5,3,0
2012,6,18,28,26,76,1012,4,8,0.01
2012,6,22,29,25,80,1002,6,10,3.18
2012,6,16,28,26,77,1004,6,11,1.16
2012,6,28,29,15,79,1008,6,11,0
2012,6,6,28,24,74,1002,5,11,3.49
2012,6,26,31,24,77,998,6,8,0
2012,6,5,31,26,81,1005,5,13,0
2012,6,24,29,26,77,1009,5,10,10.33
2012,6,30,24,15,48,1013,3,6,0
2012,6,7,29,26,80,1004,6,11,1.6
2012,6,19,28,24,81,1003,5,8,0
2012,6,4,29,26,78,1002,6,10,1.99
2012,6,12,28,25,83,1004,6,16,0.97
2012,6,23,29,22,76,1012,6,6,0.08
2012,6,21,26,22,77,999,6,19,2.66
2012,6,27,29,26,82,1002,6,13,0.81
2012,6,14,22,24,43,1013,4,0,0
2012,6,20,29,26,81,1001,5,11,1.27
2012,6,6,29,25,79,1000,6,13,0
2012,6,11,29,26,88,1010,5,6,0.28
2012,6,23,29,26,78,1005,6,10,1.02
2012,6,6,31,26,77,1002,6,10,0
2012,6,17,29,26,75,1005,6,13,0
2012,6,23,30,26,71,1001,6,13,5.36
2012,6,20,28,26,78,1009,6,10,2.56
2012,6,19,29,25,74,1012,6,10,0.13
2012,6,19,28,26,76,1007,6,19,0
2012,6,22,28,26,79,1002,6,13,1.64
2012,6,3,29,26,78,998,6,11,2.25
2012,6,27,29,15,77,1014,5,11,0.18
2012,6,18,29,26,75,1001,6,17,2.27
2012,6,28,23,26,59,1013,5,18,2.14
2012,6,7,29,23,78,1004,5,6,0.04
2012,6,12,29,26,80,1008,6,14,1.6
2012,7,17,28,26,78,1007,5,3,0
2012,7,6,29,26,78,1002,6,10,0
2012,7,1,29,26,88,999,5,11,31.29
2012,7,6,29,26,81,1004,6,10,0.63
2012,7,22,29,26,79,1000,6,10,0.69
2012,7,19,29,26,80,999,6,13,12.39
2012,7,4,30,25,76,1003,6,10,28.36
2012,7,8,29,26,87,1006,6,6,2.22
2012,7,9,29,27,85,1005,6,11,0.1
2012,7,26,29,22,81,1002,6,8,10.17
2012,7,3,28,24,69,1012,6,11,0.04
2012,7,3,29,26,77,1000,6,11,1.45
2012,7,10,29,26,80,1006,5,5,1.54
2012,7,4,29,26,79,1004,5,23,0.2
2012,7,27,24,26,74,1008,2,8,0
2012,7,3,28,22,73,1006,6,14,0.11
2012,7,2,30,26,77,1002,6,11,8.38
2012,7,20,28,25,74,1007,6,3,0.11
2012,7,23,31,26,82,1004,6,11,0
2012,7,17,29,26,82,1001,6,11,1.19
2012,7,4,29,26,79,1006,6,14,1.96
2012,7,19,30,24,62,1007,6,8,0
2012,7,6,27,26,80,1001,5,11,0.15
2012,7,4,31,26,80,1007,5,14,0.73
2012,7,27,29,25,74,1001,6,10,2.19
2012,7,2,28,25,76,1008,6,8,0.21
2012,7,27,29,24,71,1003,6,11,0.02
2012,7,29,28,26,74,1003,5,13,1.68
2012,7,25,24,24,79,1007,5,6,0
2012,7,17,27,26,74,1001,5,18,0.02
2012,7,18,31,26,80,1004,6,11,1.66
2012,7,23,19,21,71,1012,5,8,0
2012,7,19,27,15,71,1010,6,5,0.12
2012,7,24,29,25,81,1007,6,6,39.74
2012,7,5,25,26,77,1012,5,13,0.03
2012,7,3,31,26,77,999,6,11,2.37
2012,7,12,30,26,78,998,6,11,1.32
2012,7,25,29,26,86,1003,6,11,0
2012,7,14,29,24,75,1004,6,10,13.72
2012,7,25,23,14,81,1004,6,10,0
2012,7,12,28,26,80,1005,6,11,1.7
2012,7,16,29,26,79,1006,6,11,8.04
2012,7,25,28,27,81,1002,6,11,0
2012,7,6,31,26,78,1003,5,6,0
2012,7,4,31,26,73,1003,6,14,0.25
2012,7,18,29,26,73,1002,6,8,0.03
2012,7,4,26,23,77,1009,3,8,0
2012,7,4,28,23,78,1005,4,6,0
2012,7,18,28,26,81,1002,6,11,1.18
2012,7,14,29,26,77,1009,5,11,2.17
2012,7,4,29,26,76,998,6,10,1.16
2012,7,20,29,26,75,1002,6,10,0
2012,7,4,29,26,74,1005,6,6,0
2012,7,17,29,26,90,1002,6,10,11.88
2012,7,24,22,15,70,1013,5,11,0
2012,7,18,29,26,77,1005,6,11,1.64
2012,7,11,29,26,76,1012,6,18,0
2012,7,18,29,24,78,1007,5,8,18.77
2012,7,3,20,17,72,1014,3,8,0
2012,7,19,28,26,78,1000,6,8,1.3
2012,7,2,30,26,90,1002,6,11,1.67
2012,8,1,31,24,76,1009,5,14,8.57
2012,8,5,29,26,78,1005,5,19,18.09
2012,8,21,29,26,73,1001,6,10,1.08
2012,8,22,29,26,88,1001,6,5,1.58
2012,8,4,28,26,75,1002,6,14,2.73
2012,8,4,27,22,85,1003,4,11,0
2012,8,28,24,13,57,1011,3,3,0.02
2012,8,6,28,15,79,1005,4,10,0
2012,8,12,29,26,77,1001,6,8,0.05
2012,8,18,29,26,82,1003,6,11,0.02
2012,8,29,29,18,80,1006,4,6,0
2012,8,18,30,26,75,1000,5,11,1.68
2012,8,23,28,26,76,1005,6,5,1.79
2012,8,5,26,25,80,1007,4,11,0
2012,8,13,28,26,73,1009,4,11,0.11
2012,8,18,31,26,80,1001,5,11,0.09
2012,8,6,28,26,79,1006,6,8,0.03
2012,8,14,24,25,43,1008,4,10,0
2012,8,15,29,26,79,1001,6,11,2.06
2012,8,29,28,26,80,1001,6,8,2.61
2012,8,27,30,24,77,1007,4,10,0
2012,8,18,31,26,78,1002,5,14,16.26
2012,8,11,29,26,74,999,6,11,0
2012,8,10,30,26,72,1005,5,11,0
2012,8,4,29,26,77,1012,6,8,0
2012,8,9,29,26,79,1004,5,11,7.02
2012,8,11,28,26,78,1000,6,8,2.13
2012,8,23,28,24,79,1003,6,11,17.99
2012,8,10,29,26,80,1010,5,11,2.05
2012,8,8,28,25,90,1003,5,3,0
2012,8,7,29,25,80,998,5,14,0.86
2012,8,18,28,24,78,1005,6,13,0
2012,8,19,27,24,68,1005,5,11,0
2012,8,14,28,26,79,1006,6,10,0.92
2012,8,4,29,26,79,1000,6,14,0
2012,8,4,18,22,78,1007,5,11,0
2012,8,18,31,26,77,1000,5,10,2.07
2012,8,15,29,26,77,1003,6,11,1.01
2012,8,22,28,25,79,1006,4,8,0
2012,8,26,29,26,73,1001,6,11,1.27
2012,8,23,29,26,81,1001,6,11,2.06
2012,8,13,30,25,72,999,5,11,0.13
2012,8,3,30,26,78,999,6,17,4.63
2012,8,17,29,27,88,1008,5,5,0.09
2012,8,27,27,26,68,1004,6,2,0
2012,8,12,31,26,84,1005,6,8,1.63
2012,8,25,28,22,71,1009,4,17,0.12
2012,8,3,26,25,79,1013,4,14,0
2012,8,20,23,26,67,1012,5,6,0.05
2012,8,20,26,25,56,1015,3,10,0
2012,8,22,29,26,78,1009,6,10,6.08
2012,8,22,29,25,73,1004,4,3,0.21
2012,8,21,24,26,50,1013,4,8,0
2012,8,26,26,24,78,1010,5,11,0.15
2012,8,1,27,26,70,1006,6,8,0
2012,8,15,28,15,78,1011,6,17,0
2012,8,13,31,26,78,1005,6,10,14.98
2012,8,6,26,21,74,1010,4,3,0.03
2012,8,9,30,25,78,1010,5,6,0
2012,8,17,31,26,77,1001,5,13,0.98
2012,8,10,30,23,79,1005,5,11,28.25
2012,8,3,29,26,75,1001,6,6,0.94
2012,8,8,29,27,77,1000,6,10,16.9
2012,8,27,27,26,80,1003,6,13,0
2012,8,21,27,24,77,1007,5,13,6.76
2012,8,4,26,16,68,1014,4,11,0.13
2012,8,10,31,26,80,1007,4,24,0.15
2012,8,26,29,26,89,1011,5,13,0.08
2012,8,19,26,25,76,1001,4,10,0
2012,8,17,28,26,81,1006,6,11,21.07
2012,8,4,28,25,55,1009,5,8,0.12
2012,8,22,29,26,82,999,6,17,1.06
2012,8,4,29,26,88,1001,6,5,0.83
